region_name|name|address|suburb|postcode|link|email|phone|banner
Adelaide Hills|The Lane Vineyard|Ravenswood Lane|Hahndorf|5245|https://www.thelane.com.au|welcome@thelane.com.au|(08) 8388 1250|
Adelaide Hills|Lobethal Bierhouse|Main St|Lobethal|5241|http://www.bierhaus.com.au|info@bierhaus.com.au|(08) 8389 5570 |
Adelaide Hills|The White House|90 Main Street|Hahndorf|5245|http://www.thewhitehousehahndorf.com.au|hello@thewhitehousehahndorf.com.au|(08) 7111 0030|
Adelaide Hills|The Crafters Hotel|4 Main St SA|Crafers|5152|https://www.crafershotel.com.au|info@crafershotel.com.au|(08) 8339 2050|
Adelaide Hills|The Uradia Hotel|1198 Greenhill Rd|Uraidla|5142|https://uraidlahotel.com.au|info@uraidlahotel.com.au|(08) 8390 0500|
Adelaide Hills|Hahn and Hamlin|79 Main Street|Hahndorf|5245|https://hahnandhamlin.com.au|hello@hahnandhamlin.com.au|(08) 8388 7972|
Adelaide Hills|Maximillians Restaurant|Main Street|Verdun|5245|https://maximilians.com.au|info@maximilians.com.au|(08) 8388 7777|
Adelaide Hills|The Summit Café|Mt Lofty Lookout|Crafers|5152|http://www.mountloftysummit.com|enquiries@mtloftysummit.com|(08) 8339 2600|
Adelaide Hills|The Locavore|49 Mount Barker Rd|Stirling|5152|https://www.locavore.com.au|info@locavore.com.au|(08) 8339 4416|
Adelaide Hills|The Bridgewater Mill|Mount Barker Road|Bridgewater|5155|https://www.thebridgewatermill.com.au|hello@thebridgewatermill.com.au|(08) 8339 9200|
Adelaide Hills|German Spoon|28 Mount Barker Rd|Hahndorf|5245|https://germanspoon.com.au|shail.shukla@germanspoon.com.au|(08) 7280 0086|
Adelaide Hills|Miss Perez|2 Druid Ave|Stirling|5152|http://www.missperez.com.au|info@missperez.com.au|(08) 7225 0264|
Adelaide Hills|Three Gums Bistro|145A Mount Barker Rd Hahndorf Resort|Hahndorf|5245|https://www.threegumsbistro.com|enquiries@threegumsbistro.com|(08) 8388 1144|
Adelaide Hills|Geppetto's|94 Mount Barker Rd|Hahndorf|5245|http://www.gepettosathahndorf.com.au|enquiries@gepettosathahndorf.com.au|(08) 8388 7558|
Adelaide Hills|The Gallery at Bird in Hand|150 Pfeiffer Rd|Woodside|5244|http://www.birdinhand.com.au/experience|cellardoor@birdinhand.com.au|(08) 8389 9488|
Adelaide Hills|Brother Bear Café|10 Gawler St|Mount Barker|5251|https://brotherbearcafe.com.au|brotherbearcafe@gmail.com|(08) 8398 3781|
Adelaide Hills|Arthur Waterhouse Lounge|1 Mawson Dr|Crafers|5152|http://www.hardysverandah.com.au|dine@hardysverandahrestaurant.com.au|(08) 8399 6777|
Adelaide Hills|Mc & K|Mylkappa Rd|Birdwood|5234|https://www.mcandk.com|info@mcandk.com|0451 176 864|
Adelaide Hills|Patch Kitchen & Garden|143 Mount Barker Road|Stirling |5152|http://www.patchkitchen.com.au|bookings@patchkitchen.com.au|(08) 8339 8087|
Adelaide Hills|Summertown Aristologist|1097 Greenhill Road|Summertown |5141|http://thesummertownaristologist.com/index.html|drinking@thesummertownaristologist.com|0477 410 105|
Adelaide|Messy Tomato|151 Flinders Street|Adelaide|5000|https://catering.messytomato.com.au|hello@messytomato.com.au|0403 643 452|
Adelaide|Luigi Delicatessan|43 Franklin St|Adelaide|5000|http://luigideli.com|luigi@luigideli.com|0412 458 828|
Adelaide|B'Churrasco Adelaide|10-12 East Terrance|Adelaide|5000|https://bchurrasco.com.au/melbourne/|adelaide@bchurrasco.com.au|(08) 8232 5111|
Adelaide|Georges on Waymouth|20 Waymouth St|Adelaide|5000|https://www.georgesonwaymouth.com.au|info@georgesonwaymouth.com.au|(08) 8211 6960|
Adelaide|La Tombola|61 Unley Rd|Parkside|5063|https://latombola.com.au|info@latombola.com.au|(08) 8271 6400|
Adelaide|Peel St|9 Peel St|Adelaide|5000|http://www.peelst.com.au|hello@peelst.com.au|(08) 8231 8887|
Adelaide|A Hereford Beefstouw|143 Hutt St|Adelaide|5000|https://beefstouw.com/restaurants/adelaide-australien|adelaide@a-h-b.com.au|(08) 8232 6868|
Adelaide|Marrakech Restaurant|91 O'Connell St|Adelaide|5006|https://www.marrakechrestaurant.com.au|marrakech@post.com|(08) 8361 9696|
Adelaide|The Pantry on Egmont|2 Egmont Tce|Hawthorn|5062|https://thepantry.net.au|thepantry@thepantry.net.au|(08) 8271 4409|
Adelaide|Delicatessan|12 Waymouth St|Adelaide|5000|http://www.delicatessenbar.com.au|hello@delicatessenbar.com.au|(08) 8211 8871|
Adelaide|Gallery |30 Waymouth St|Adelaide|5000|https://galleryadelaide.com.au|info@galleryadelaide.com.au|(08) 8211 8820|
Adelaide|Orana|285 Rundle St Upper Level|Adelaide|5000|https://restaurantorana.com|info@restaurantorana.com|(08) 8232 3444|
Adelaide|The Playford Restaurant|120 North Tce|Adelaide|5000|https://theplayford.com.au/dining-and-facilities/the-playford-restaurant/|restaurant@theplayford.com.au|(08) 8213 8844|
Adelaide|Penfolds Magill Estate|78 Penfold Road|Magill|5072|https://www.magillestaterestaurant.com|magillestaterestaurant@penfolds.com.au|(08) 8301 5551|
Adelaide|Estia|255 Seaview Rd Henley Beach Square|Henley|5022|https://www.estia.com.au|email@estia.com.au|(08) 8353 2875|
Adelaide|Apoteca|118 Hindley St|Adelaide|5000|https://apoteca.com.au|drink@apoteca.com.au|(08) 8212 9099|
Adelaide|Lenzerheide Restaurant|146 Belair Rd|Hawthorn|5062|https://www.lenzerheide.com.au|info@lenzerheide.com.au|(08) 8373 3711|
Adelaide|Mayflower Restaurant|45 King William St Mayfair Hotel|Adelaide|5000|https://www.mayfairhotel.com.au/mayflower-restaurant|stay@mayfairhotel.com.au|(08) 8210 8899|
Adelaide|Botanic Gardens Restaurant|Plane Tree Drive|Adelaide|5000|http://botanicgardensrestaurant.com.au|restaurant@botanicgardensrestaurant.com.au|(08) 8223 3952|
Adelaide|Parlamento|140 North Tce Corner North Terrace and Bank Street|Adelaide|5000|https://www.parlamento.com.au|info@parlamento.com.au|(08) 8231 3987|
Adelaide|Chianti|160 Hutt St 160 Hutt Street|Adelaide|5000|https://www.chianti.net.au|chianti@chianti.net.au|(08) 8232 7955|
Adelaide|The Himalayan Kitchen|73 Melbourne St|North Adelaide|5006|https://thehimalayankitchen.com|info.thehimalayankitchen@gmail.com|(08) 8267 3037|
Adelaide|Bread & Bone Wood Grill|15 Peel St|Adelaide|5000|https://www.breadandbone.com.au|hello@breadandbone.com.au|(08) 8231 8535|
Adelaide|Borsa Pasta Cucina|Plaza Level Shop G 1 25 Grenfell St|Adelaide|5000|https://www.borsapastacucina.com|eat@borsapastacucina.com|(08) 8211 6572|
Adelaide|Culshaws Restaurant |55 Frome St Majestic Roof Garden Hotel|Adelaide|5000|http://www.culshaws.com.au|culshaws@majestichotels.com.au|(08) 8100 4495|
Adelaide|Kaffana|27 Gilbert Place|Adelaide|5000|https://www.kaffana.com.au|info@kaffana.com.au|(08) 7132 1816|
Adelaide|Amalfi|29 Frome St East End|Adelaide|5000|https://www.amalfipizzeria.com.au|amalfiadelaide@gmail.com|(08) 8223 1948|
Adelaide|La Bocca|150 North Terrace|Adelaide|5000|https://adelaide.laboca.com.au|info@laboca.com.au| (08) 8461 0394|
Adelaide|Udaberri|11 Leigh St|Adelaide|5000|http://udaberri.com.au|fiestas@udaberri.com.au|(08) 8410 5733|
Adelaide|Gaucho's|91 Gouger St|Adelaide|5000|https://gauchos.com.au|gauchos91@bigpond.com.au|(08) 8231 2299|
Adelaide|The Little Hunter|25 Victoria Street|Adelaide|5000|http://thelittlehunter.com.au|bookings@thelittlehunter.com.au|(08) 8211 8464|
Adelaide|Stamp's |12A Welbourne St|South Adelaide|5062|https://www.stampsrestaurant.com.au|info@stampsrestaurant.com.au|(08) 8272 8815|
Adelaide|Parisi's|138 King William Rd|South Adelaide|5062|http://www.parisis.com.au|food@parisi.net.au|(08) 8373 5142|
Adelaide|Pink Moon Saloon|21 Leigh St|Adelaide|5000|http://www.pinkmoonsaloon.com.au|hello@pinkmoonsaloon.com.au|0473 745 570|
Adelaide|Clever Little Tailor |19 Peel St|Adelaide|5000|http://www.cleverlittletailor.com.au|hello@cleverlittletailor.com.au|0407 111 857|
Adelaide|The British Hotel |58 Finniss St|Adelaide|5006|https://www.britishhotel.com.au|info@britishhotel.com.au|(08) 8267 2188|
Adelaide|Lady Burra Brewhouse|4 Topham Mall|Adelaide|5000|http://www.ladyburrabrewhouse.com.au|events@ladyburrabrewhouse.com.au|(08) 8231 8928|
Adelaide|Tresury 1860|144 King William St|Adelaide|5000|http://www.treasury1860.com.au|hello@treasury1860.com.au|(08) 7225 1722|
Adelaide|Herringbone|72 Halifax St|Adelaide|5000|http://www.herringbonerestaurant.com.au|hello@herringbonerestaurant.com.au|0428 926 977|
Adelaide|Coal Cellar & Grill|233 Victoria Square|Adelaide|5000|https://coalcellarandgrill.com.au|info@coalcellarandgrill.com.au|(08) 8237 0697|
Adelaide|Salt Restaurant|16 Hindmarsh Sq Pullman Adelaide Hotel|Adelaide|5000|https://restaurants.accorhotels.com/gb/restaurant-B217_R001-salt-restaurant-adelaide.shtml|hb217-fb@accor.com|(08) 8206 8828|
Adelaide|Howard Vineyard|53 Bald Hills Road|Adelaide|5252|http://www.howardvineyard.com|marketing@howardvineyard.com|(08) 8188 0203|
Adelaide|Mother Vine|22-26 Vardon Ave|Adelaide|5000|https://www.mothervine.com.au|wine@mothervine.com.au|(08) 8227 2273|
Adelaide|Secrets by the Sea|207 The Esplanade|Henley|5022|https://www.secretsbythesea.com.au|secretsbythesea207@gmail.com|(08) 8356 8003|
Adelaide|Cumbia Bar|44-60 Gouger St GR 43 Adelaide Central Market|Adelaide|5000|http://www.cumbia.com.au|info@cumbia.com.au|0404 131 418|
Adelaide|San Giorgio|217 Rundle St, Adelaide, South Australia 5000 Australia|Adelaide|5000|https://sangiorgio.com.au|info@sangiorgio.com.au|(08) 8223 1700|
