region_name|name|address|suburb|postcode|link|email|phone|banner
Australia's South West|Brookwood Estate|430 Treeton Rd|Margaret River|6284|https://brookwood.com.au|cellardoorsales@brookwood.com.au|(08) 9755 5604|
Australia's South West|Arc of Iris|151 Bussell Hwy|Margaret River|6285|https://www.arcofiris.com.au|thearcofiris@gmail.com|(08) 9757 3112|
Australia's South West|La Scarpetta|73 Bussell Hwy|Margaret River|6285|https://www.lascarpetta.com.au|ask@lascarpetta.com.au|(08) 9757 9234|
Australia's South West|Morries|149 Bussell Hwy|Margaret River|6285|https://www.morries.com.au|enquiries@morries.com.au|(08) 9758 8280|
Australia's South West|Burger Baby|115 Bussell Hwy|Margaret River|6285|https://www.burgerbabymargs.com|hello@burgerbabymargs.com|(08) 9757 9991|
Australia's South West|Swings Taphouse|85 Bussell Hwy|Margaret River|6285|https://www.swings.com.au|taphouse@swings.com.au|(08) 9758 7155|
Australia's South West|Elkamo|107 Bussell Hwy|Margaret River|6285|http://www.elkamo.com.au|info@elkamo.com.au|(08) 9758 8877|
Australia's South West|Margaret River Distilling Company|Maxwell Street|Margaret River|6285|https://www.distillery.com.au|ben.tassone@distillery.com.au|(08) 9757 9351|
Australia's South West|Willow Grill|78 Wallcliffe Rd|Margaret River|6285|http://staymargaretriver.com.au/restaurant/|reservations@staymargaretriver.com.au|(08) 9757 2633|
Australia's South West|The River|40 Wallcliffe Road|Margaret River|6285|https://www.theriverhotel.com.au|stay@theriverhotel.com.au|(08) 9757 0000|
Australia's South West|Riverbrook Restaurant|77 Memorial Ave|Baskerville|6056|https://www.upperreach.com.au/Restaurant|bookings@riverbrook.com.au |(08) 9296 3883|
Perth|Petition|Cnr St Georges Terrace & Barrack Street |Perth|6000|https://petitionperth.com|ENQUIRIES@STATEBUILDINGS.COM|(08) 6168 7771|
Perth|Lulu La Delizia |Shop 5 97 Rockeby Road |Subiaco|6008|https://lululadelizia.com.au|info@lululadelizia.com.au| 08 9381 2466|
Perth|Bib & Tucker|18 Leighton Beach Blvd |North Fremantle|6159|https://www.bibandtucker.net.au|info@bibandtucker.net.au|(08) 9433 2147|
Perth|The Flour Factory|16 Queen Street |Perth|6000|http://theflourfactory.com|info@theflourfactory.com|(08) 9485 1711|
Perth|Bread in Common|43 Pakenham Street |Fremantle|6160|https://www.breadincommon.com.au|info@breadincommon.com.au|(08) 9336 1032|
Perth|Balthazar|6 The Esplanade |Perth|6000|http://www.balthazar.com.au|info@balthazar.com.au|(08) 9421 1206|
Perth|Il Lido|88 Marine Parade |Cottesloe|6011|https://www.illido.com.au|bookings@illido.com.au|(08) 9286 1111|
Perth|Odyssea|187 Challenger Parade |City beach|6015|https://www.odysseacitybeach.com.au|info@odysseacitybeach.com.au|(08) 9385 7979|
Perth|Garum|480 Hay Street|Perth|6000|https://www.garum.com.au|garum@westin.com|(08) 6559 1870|
Perth|Manuka Woodfire Kitchen|134 High Street |Fremantle|6160|https://www.manukawoodfire.com.au|manuka@manukawoodfire.com.au|(08) 9335 3527|
Perth|Si Paradiso|446 Beaufort Street|Highgate|6003|http://www.si-paradiso.com||0499 874 151|
Perth|Millbrook Winery|Old Chestnut Lane|Jarrahdale|6124|https://www.millbrook.wine|restaurant@millbrook.wine|(08) 9525 5796|
Perth|Kailis Fishmarket Café|46 Mews Road|Fremantle|6160|https://kailis.com/fremantle/|FREMANTLE@KAILIS.COM|(08) 9335 7755|
Perth|Le Rebelle |676 Beaufort Street|Mount Lawley|6050|https://www.lerebelle.com.au|INFO@LEREBELLE.COM.AU|(08) 6161 3100|
Perth|Red Cabbage|49 15 Labouchere Road|South Perth|6151|http://redcabbagefoodandwine.com.au|redcabbageperth@gmail.com|(08) 9367 5744|
Perth|Monsterella Pizza|46 Grantham Street|Wembley|6014|http://www.monsterella.com.au|info@monsterella.com.au|(08) 9287 2949|
Perth|Young George|48 George Street|East Fremantle|6158|https://www.younggeorge.com.au|susan@younggeorge.com.au|(08) 6424 9500|
Perth|Tiny's|Shop E2, QV Building 250 St Georges Terrace|Perth|6000|https://www.tinysbar.com.au|goodtimes@tinysbar.com.au|(08) 6166 9188|
Perth|Shadow Wine Bar|214 William Street|Northbridge|6003|https://shadowwinebar.com.au|hello@shadowwinebar.com.au|(08) 6430 4010|
Perth|Propeller|222 Queen Victoria Street|North Fremantle|6159|https://www.propellernorthfreo.com.au|ahoy@propellernorthfreo.com.au|(08) 9335 9366|
Perth|Lalla Rookh|77 St Georges Terrace|Perth|6000|https://www.lallarookh.com.au|info@lallarookh.com.au|(08) 9325 7077|
Perth|Island Market Trigg|364 West Coast Drive|Trigg|6029|http://www.islandmarkettrigg.com|islandmarket@kailis.com|(08) 9447 0077|
Perth|Santini bar & Grill|QT Perth Hotel 133 Murray Street|Perth|6000|https://www.santinibarandgrill.com.au|santini_qtperth@evt.com|(08) 9225 8000 |
Perth|Clarke's of North Beach|97 Flora Terrace|North Beach|6020|http://clarkesofnorthbeach.com|clarkesofnorthbeach@hotmail.com|(08) ​9246 7621|
Perth|Must Winebar|​519 Beaufort Street|Highgate|6003|http://www.must.com.au|office@must.com.au|(08) ​9328 8255|
Perth|Aravina |61 Thornton Rd|Yallingup |6282|https://aravinaestate.com|info@aravinaestate.com|(08) 9750 1111|
Perth|The Shorehouse|278 Marine Parade|Swanbourne|6010|http://www.shorehouse.com.au|info@shorehouse.com.au|(08) 9286 4050|
Perth|The Post|​1 Cathedral Avenue|Perth|6000|https://postperth.com|post.thetreasury@comohotels.com|(08) ​6168 7822|
Perth|Petit Mort|​225 Onslow Road|Shenton Park|6008|https://www.petitemort.net.au|contact@petitemort.net.au|(08) 9388 0331|
Perth|Samson's Paddock |3 Glyde Street|Mosman Park|6012|https://samsonspaddock.com.au|office@samsonspaddock.com.au|(08) 9385 3854|
Perth|Habituè|1 Harvest Road|North Fremantle|6159|http://habituerestaurant.com.au|relax@habituerestaurant.com.au|(08) 9336 1265|
Perth|Bivouac|198 William Street|Northbridge|6003|http://bivouac.com.au|manager@bivouac.com.au|(08) 9227 0883|
Perth|Mayfair Lane|​72 Outram Street|West Perth|6005|https://mayfairlane.com.au|hello@mayfairlane.com.au|(08) 9425 5222|
Perth|Galileo Buona Cucina|199 Onslow Road|Shenton Park|6008|https://www.galileorestaurantperth.com|info@galileorestaurant.com.au|(08) 9382 3343|
Perth|Oggi Bar|300 Walcott Street|Menora|6050|https://www.oggibar.com.au|admin@oggibar.com.au|(08) 9370 3373|
Perth|Wise Wine|237 Eagle Bay Road, Dunsborough|Naturaliste|6281|http://wiseeaglebay.com.au|bookings@wisefood.com|(08) 9755 3331|
Perth|Fraser's Kings Park|60 Fraser Avenue, Kings Park|West Perth|6005|https://www.frasersrestaurant.com.au|reservations@frasersrestaurant.com.au|(08) 9482 0103 |
Perth|Nine Nine Food|​227 Bulwer Street|Perth|6000|http://www.ninefinefood.com.au||(08) ​9227 9999|
Perth|Matilda |3 Hackett Drive |Crawley|6009|https://www.matildabayrestaurant.com.au|reception@matbay.com.au|(08) 9423 5000|
Perth|Sentinel|111 St Georges Tce|Perth|6000|https://sentinelbar.com.au|info@sentinelbar.com.au|(08) 6103 0507|
Perth|Sayers Sister|236 Lake St Northbridge|Perth|6000|http://www.sayerssister.com.au|sayerssister@westnet.com.au|(08) 92277506|
Perth|Amano Restaurant|Barrack Street Jetty Pier 1|Perth|6000|https://amanorestaurant.com.au|bookings@amanorestaurant.com.au|(08) 9325 4575|
Perth|Uma Restaurant|207 Adelaide Terrace|Perth|6000|https://www.umaperth.com.au|umaperth@panpacific.com|(08) 6211 7221|
Perth|Sen5es|221 Adelaide Tce|Perth|6000|https://restaurants.accor.com/gb/restaurant-1764_R001-sen5es-perth.shtml#|H1764-fb@accor.com|(08) 92211200|
Perth|Blackbird Restaurant|10 Eastbrook Tce|Perth|6004|https://www.blackbirdrestaurant.net|info.blackbird410@gmail.com|(08) 9225 7880|
Perth|C Restaurant|44 St Georges Terrace|Perth|6000|https://www.crestaurant.com.au|general@crestaurant.com.au|(08) 9220 8333|
Perth|Post |1 Cathedral Ave|Perth|6000|https://postperth.com|post.thetreasury@comohotels.com|(08) 6168 7822|
Perth|La Fattoria|211 Merrivale Rd|Perth Hills|6076|https://www.lafattoria.com.au|info@lafattoria.com.au|(08) 9293 7888|
Perth|Angel Falls Grill|872-884 Hay St Shafto Lane|Perth|6000|https://angelfallsgrill.com.au|hola@angelfallsgrill.com.au|(08) 9481 6222|
Perth|European Hotel by Miss Maud|97 Murray St|Perth|6000|https://europeanhotel.com.au|hotel@missmaud.com.au|(08) 9325 3900|
Perth|The Karalee on Preston|25 Preston St|Como|6152|https://www.thekaralee.com.au|karaleemanager@revel.net.au|(08) 9367 1848|
Perth|Mauruzzella|63 Bennett St|East Perth|6004|http://maruzzellarestaurant.com/#home|info@maruzzellarestaurant.com|(08) 9225 5591|
Perth|The Little Banksia|78 Banksia Tce|Kensington|6151|https://thelittlebanksia.com.au|info@thelittlebanksia.com.au|(08) 6468 6514|
Perth|Adelphi|14 Mill Street|Perth|6000|https://www.adelphigrill.com|adelphigrill@hilton.com|(08) 9215 2422|
Perth|Andaluz|21 Howard St|Perth|6000|https://www.andaluzbar.com.au|info@andaluzbar.com.au|(08) 9481 0092|
Perth|Brika|177 Stirling St|Perth|6000|https://brika.com.au|info@brika.com.au|0455 321 321|
Perth|Café Italia|251 Hay St|Perth|6000|http://www.perthcaffeitalia.com.au|roberto@perthcaffeitalia.com.au|(08) 9221 3100|
Perth|Varnish|75 King St|Perth|6000|http://varnishonking.com|lachlan@varnishonking.com|(08) 9324 2237|
Perth|Holmes & Co|329 Murray St|Perth|6000|https://holmesandco.com.au|contact@holmesandco.com.au|(08) 9226 1997|
Perth|Sorrento Restaurant|158 James St |Northbridge|6003|https://www.sorrentorestaurant.com.au|info@sorrentorestaurant.com.au|(08) 9328 7461|
Perth|Print Hall|125 St Georges Terrace|Perth|6000|http://printhall.com.au|info@printhall.com.au|(08) 6282 0000|
Perth|Chee Tayeb|353 Murray St|Perth|6000|http://cheetayeb.com.au|cheetayebresto@gmail.com|(08) 9481 7788|
Perth|The Generous Squire |397 Murray St|Perth|6000|https://www.jamessquire.com.au/brewhouses/the-generous-squire//|book@thegeneroussquire.com.au|(08) 6311 7071|
Perth|The Stables|888 Hay Street|Perth|6000|https://www.thestablesbar.com.au|info@thestablebar.com.au|(08) 6314 1300|
Perth|Tarts|212 Lake St|Perth|6000|https://www.tartscafe.com.au|tartscafe@optusnet.com.au|(08) 9328 6607|
Perth|Ascua|King Street (Opposite His Majesty's Theatre)|Perth|6000|https://www.ascua.com.au|hola@ascua.com.au|(08) 9486 5700|
Perth|West End Deli|Carr St|West Perth|6005|https://www.westenddeli.net.au|westenddeli@iinet.net.au|0437 609 716|
Perth|La Cholita|279 William St|Perth|6003|http://www.lavishhabits.com.au/venues/la-cholita/|functions@lacholita.com.au|0432 444 090|
Perth|Tony Roma's|919 Hay St|Perth|6000|https://locations.tonyromas.com/australia/wa/perth/919-hay-street|socialmedia@romacorp.com|(08) 9481 8152|
Perth|The Meat & Wine|108 St Georges Terrace|Perth|6000|https://themeatandwineco.com|perth@themeatandwineco.com|(08) 6163 8880|
Perth|The Painted Bird|93-95 William Street|Perth|6000|http://thepaintedbird.com.au|info@thepaintedbird.com.au|0438 509 346|
Perth|The Hommus Club|258 William Street |Perth|6000|https://thehummusclub.com|hello@thehummusclub.com|(08) 9227 8215|
Perth|The Standard|28 Roe St|Northbridge|6003|https://www.thestandardperth.com.au|info@thestandardperth.com.au|(08) 9228 1331|
Perth|Firewater Grille|1 St Georges Tce|Perth|6000|https://www.perth.duxtonhotels.com/dining/firewater-grille|firewatergrille@perth.duxton.com.au|(08) 9261 8025|
Perth|Bistro Bellavista|150 Bennett St|West Perth|6004|http://www.bistrobellavista.com.au|feedme@bistrobellavista.com.au|(08) 9220 9560|
Perth|Heirloom|10 Adelaide Tce|West Perth|6004|https://perth.frasershospitality.com/en/dining/heirloom-restaurant-&-bar.html|Heirloom.Perth@frasershospitality.com|(08) 9261 0035|
Perth|Zafferano|173 Mounts Bay Rd|Perth|6000|https://zafferano.com.au|info@zafferano.com.au|(08) 9321 2588|
Perth|Francesca's Kitchen|156 Railway Parade|West Leederville|6007|http://francescas.com.au|francescaskitchen156@gmail.com|0416 390 477|
Perth|Gordon St Garage|16 Gordon St|Perth|6005|https://gsgarage.com.au|service@gsgarage.com.au| (08) 9322 8050|
Perth|Old Faithful Bar & BBQ|86 King St|Perth|6000|http://www.oldfaithfulbar.com.au|general@oldfaithfulbar.com.au|0406 082 607|
Perth|Julio's Italian Restaurant|1309 Hay St|Perth|6005|https://www.julios.com.au|functions.perth@sage-hotels.com|(08) 6500 9111|
Perth|Gioia on the River|74/20 Royal street|Perth|6003|https://gioiaontheriver.com.au|info@gioiaontheriver.com.au|0481 398 691|
Perth|Flora & Fauna|195 Challenger Parade|Perth|6015|https://clancysfishpub.com.au/venues/city-beach/|citybeach@clancysfishpub.com.au|(08) 9385 7555|
Perth|No Mafia|189 William Street|Northbridge|6003|http://www.nomafia.com.au|info@nomafia.com.au|(08) 6162 6405|
Perth|The Heritage Wine Bar|131 St Georges Terrace|Perth|6000|https://www.theheritageperth.com.au|enquiries@theheritageperth.com.au|(08) 9226 5596|
Perth|The Royal|60 Royal St|Perth|6004|http://www.theroyaleastperth.com/menu/|info@theroyaleastperth.com|(08) 9221 0466|
Perth|Simple Italian|413 Murray St|Perth|6000|https://www.simpleitalian.com.au|info@simpleitalian.com.au|(08) 9481 7999|
Perth|Arthur & Co|480 Hay St|Perth|6000|https://www.arthurandco.com.au|info@arthurandco.com.au|(08) 9325 4886|
Perth|Lamont's Bishop House|90 Mounts Bay Rd|Perth|6000|https://lamonts.com.au/bishops-house/|bishops@lamonts.com.au|(08) 9226 1884|
Perth|Belgian Beer Café|Cnr King & Murray Sts|Perth|6000|https://www.belgianbeer.com.au/contact|belgianbeercafeperth@alhgroup.com.au|(08) 9321 4094|
Perth|Wassup Dog|113 Royal St|East Perth|6004|http://www.wassupdog.com.au|jules@wassupdog.com.au|(08) 9221 5436|
Perth|Heno & Rey|Corner of King Street & Hay Street|Perth|6000|https://www.henoandrey.com.au|hola@henoandrey.com.au|(08) 9486 5700|
Perth|The Globe|495-497 Wellington St|Perth|6000|https://theglobeperth.com.au|admin.theglobe@theglobeperth.com.au|(08) 9460 9999|
Perth|The Point Bar & Grill|306 Riverside Drive|East Perth|6004|https://www.thepointbarandgrill.com.au|reservations@thepointbarandgrill.com.au|(08) 9218 8088|
Perth|Bright Tank Brewing Co|100 Brown St|East Perth|6004|https://www.brighttankbrewing.com.au|dine@brighttankbrewing.com.au|(08) 9325 7145|
Perth|Public House Kitchen & Bar|263 Adelaide Tce|Perth|6000|https://www.publichouseperth.com.au|functions@publichouseperth.com.au|(08) 6336 9780|
Perth|Blasta Brewing Company|84-88 Goodwood Parade|Burswood|6100|https://www.blastabrewing.com|reserve@blastabrewing.com|(08) 6102 4130|
