Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Description,Short Description,Logo,Address - street,Address - suburb,Address - state,Region reference,Website,Latitude,Longitude,Employer email address,Employer email,Employer Banner Image
Grossi Florentino ,grossi-florentino,57d54200d7efa08538bb14a6,58dc63cd65d9bd0b2cb6770c,Thu Mar 30 2017 01:47:57 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:40 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h4>ABOUT FLORENTINO UPSTAIRS</h4><p>“Grossi Florentino is steeped in tradition that is given
affectionate contemporary expression”</p><p>The essence of Grossi Florentino Upstairs is quality and
accessible luxury ready to be enjoyed. It follows a tradition of Italian timeless style, drawing
from its heritage and delivering in a unique way for today. The physical space is just breathtaking. The aesthetic and
sensory elements enhance the experience of dining upstairs for lunch or dinner.</p><p>Our service is precise and welcoming, ensuring every guest
has a grand and memorable experience where hospitality is at the center.</p><h4>ABOUT GRILL</h4><p>The Grill at Grossi Florentino is situated on the ground
floor of our two-storey venue. This is the epitome of sophisticated, casual
dining the Tuscan way. Simple food that’s based on fresh local and premium
imported ingredients with the emphasis on seasonality, and home or artisan
grown produce. The service is warm and efficient with all your needs being
attended to with personal care, the Grossi way.</p><h5>Want to join the team?</h5><p>Working at one of the Grossi Restaurants is a great
opportunity for career minded people to achieve their goals.</p><p>With ongoing training in both formal and informal forums,
employees are able to take advantage of wine training, menu training and
tastings with Guy Grossi and team, excursions to visit producers to learn about
the source of the product and how it is made and scholarship opportunities such
as the Pietro Grossi Premio.</p><p>“We are committed to creating and maintaining an environment
in our restaurants that fosters learning and participation among our staff,”
Guy Grossi</p><h5>To join our team please send resumes to liz@grossi.com.au</h5>","Split-level space decorated with murals housing an Italian fine-dining restaurant, a grill & a bar.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc6364ad466bd82b9fb6ac_Screen%20Shot%202017-03-30%20at%2012.45.14%20pm.png,"80 Bourke St, ",Melbourne 3000,Victoria,victoria,http://www.grossiflorentino.com/,-37.811782,144.970856,liz@grossi.com.au,liz@grossi.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc6389ad466bd82b9fb6ad_Screen%20Shot%202017-03-30%20at%2012.45.28%20pm.png
Halcyon House,halcyon-house,57d54200d7efa08538bb14a6,58c9f6f1f503cec962100cb1,Thu Mar 16 2017 02:22:41 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:49 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>&nbsp;The dining experience at Paper Daisy is a celebration of our
unique part of the world.</p><p>Confident coastal cooking in a relaxed setting, the food
expresses the very best of the</p><p>region’s unique produce and bourgeoning culinary reputation.</p><p>‍</p><p>With one of Australia’s most promising young chefs Ben
Devlin (Queensland’s Chef of Year 2014,</p><p>ex-Noma and Esquire) leading the kitchen, the ethos that
drives the restaurant is one of sophisticated</p><p>simplicity, producing dishes that are satisfying, thoughtful
and deeply memorable.</p><p>&nbsp;</p><p>Paper Daisy is open seven days of the week for non-residing
guests. For all email enquiries please email paperdaisy@halcyonhouse.com.au.&nbsp;</p><h3>Careers</h3><p>We are always looking for vibrant and enthusiastic
individuals to join our team. Please email your CV to: careers@halcyonhouse.com.au / +61 2
6676 1444</p>","Confident coastal cooking in a relaxed setting, the food expresses the very best of the region’s unique produce and bourgeoning culinary reputation.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c9f685ef50538962793ba9_Screen%20Shot%202017-03-16%20at%201.20.14%20pm.png," 21 Cypress Cres, ",Cabarita Beach,New South Wales,new-south-wales-north-coast,https://halcyonhouse.com.au/,-28.330680,153.570204,careers@halcyonhouse.com.au,careers@halcyonhouse.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c9f681da2104ea4ec40935_Screen%20Shot%202017-03-16%20at%201.20.05%20pm.png
Hallam's Restaurant,hallams-restaurant,57d54200d7efa08538bb14a6,58c671f8f0d0c79e7c7adda7,Mon Mar 13 2017 10:18:32 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:40 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>Hallam's is
a popular choice for corporate groups, weddings and celebrations.</p><p>Opening the
doors in January 1996 Hallam's has certainly made a name for itself through the
years. This multi award winning Tasmanian eatery offers patrons with a
delicious slate of local seafood options coupled with&nbsp; breathtaking view's of the iconic Cataract
Gorge and Tamar River. Catering to a wide range of dietary requirements,
Hallam's chef's source only the highest quality sustainable seafood from the
pristine waters around Tasmania such as; Blue Eye Trevalla, Flathead, Spring
Bay Mussels, Oysters, Scallops and Crayfish to name a few. All of our seafood
is sustainable and line caught allowing us to deliver only the best local
produce to our guests. Glimpse a tasteful assortment of historic
nautical-themed artefacts while sampling the freshest local produce the region
has to offer. Hallam's will provide a unique culinary experience you won't soon
forget.</p><p>Hallam's
was given life by Stewart and Sally Hallam for the first 15 years, the
restaurant is now owned by their son Salisbury Hallam. Taking over in 2011
Salisbury began infusing new life and vibrancy into the restaurant, offering an
Asian influence and&nbsp; fresh modern take on
the routine seafood items you've come to know. The Hallam's crew present
customers with an expertly-curated smattering innovative and accessible seafood
options.</p><p>The Hallam's crew love developing lasting
relationships with their repeat patrons and would love for you to sample their
award winning selection.</p>",,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c67190a45bd75f7c11f838_Screen%20Shot%202017-03-13%20at%209.15.49%20pm.png,13 PARK STREET,"LAUNCESTON, 7250",TASMANIA,launceston-and-the-north,http://www.hallamswaterfront.com.au/,-41.438608,147.131236,info@hallamswaterfront.com.au,info@hallamswaterfront.com.au,
Halo,halo,57d54200d7efa08538bb14a6,58c23555dc4b2f701b883502,Fri Mar 10 2017 05:10:45 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:40 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>Utilising the freshest of local seafood, vegetables, meat
&amp; game we pride ourselves of using local growers.&nbsp; We carry this over to our beverage offering
as well, where we actively search out and frequently meet local wine makers,
artisan spirit producers and craft beer producers (we even travel to breweries,
vineyards and distilleries in the name of research if we have to)!&nbsp; In an era where local sustainability is key
we believe our service offering is not only appealing to locals who are looking
to try something a little left of centre, but also showcases the vast array of
talent our local producers have to the tourists of this great state.&nbsp; Enjoy!</p>","Modern seafood dishes and matched wines in a stylish, airy dining room with water views. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c2345714ce9e4f1b8bd3a0_Screen%20Shot%202017-03-10%20at%204.06.02%20pm.png,"Pier 1, Barrack Street Jetty",Perth 6000 WA,Western Australia,perth-and-surrounds,http://www.halorestaurant.com.au/,-31.959799,115.858737,enquiries@halorestaurant.com.au,enquiries@halorestaurant.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c234fda23de6e45687b4ff_Screen%20Shot%202017-03-10%20at%204.08.59%20pm.png
Han Dining and Bar,han-dining-and-bar,57d54200d7efa08538bb14a6,58ca1197f503cec962100d16,Thu Mar 16 2017 04:16:23 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:48 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h1>Welcome to HANK Dining and Gin Bar</h1><p>Located in the heart of the Broadbeach Mall, Hank&nbsp;boasts a modern quirky bar and relaxed deck and outdoor area with a focus on the broad range of gins available from Australia and around the world. An extensive gin list, cocktails and an Australian focused wine list ensures there is something to please even the finest of connoisseurs.</p><p>We offer a variety of small to large plates with the option to go all out with our banquet menu or just come in for a casual drink and nibbles. Our award winning chefs are always producing quality dishes with an emphasis on 'simplicity done well' that will make you keep wanting to come back for more.</p>","Located in the heart of the Broadbeach Mall, Hank boasts a modern quirky bar and relaxed deck and outdoor area with a focus on the broad range of gins available from Australia and around the world.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58ca1164f503cec962100d0e_Screen%20Shot%202017-03-16%20at%203.14.54%20pm.png,"Shop 12 Victoria Square, 15 Victoria Avenue, ","Broadbeach, 4218",Queensland,gold-coast,http://www.hankbroadbeach.com/,-28.028761,153.432401,hank@hankbroadbeach.com,hank@hankbroadbeach.com,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58ca1169da2104ea4ec409a0_Screen%20Shot%202017-03-16%20at%203.14.24%20pm.png
Healesville Hotel,healesville-hotel,57d54200d7efa08538bb14a6,58ca1dc7ef50538962793c52,Thu Mar 16 2017 05:08:23 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:45 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h4>Employment ... now is the time to come work with us!</h4><p>NOW is the time to escape that city traffic, gaze over mountains &amp; vineyards then breathe in the crisp Yarra Valley air. At Yarra Valley Harvest we have been working very hard to bring together a passionate &amp; experienced team to continue on our journey and focus on putting out the best of the season! We have some exciting key roles across our business, the time is right, come work in the valley!Current Vacancies:Venue Manager - Sanctuary HarvestShop Manager - Kitchen &amp; ButcherHarvest Cafe - Head ChefSend us your current resume and let us know why you'd like to join the Yarra Valley Harvest team.</p><p>Send your resumes to jobs@healesvillehotel.com.au</p>","Old world charm with new world style, this classic country hotel is at the heart of the Yarra Valley. With it's outstanding food and wine the hotel is the ideal base from which to explore the region.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58ca1d9667dc2a084fe1e167_Screen%20Shot%202017-03-16%20at%204.07.18%20pm.png,"256 Maroondah Highway, ",Healesville 3777,Victoria,yarra-valley,http://www.yarravalleyharvest.com.au/index.php?EXP=278,-37.654361,145.515876,admin@healesvillehotel.com.au,admin@healesvillehotel.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58ca1da1ef50538962793c4b_Screen%20Shot%202017-03-16%20at%204.07.05%20pm.png
Hermitage Lodge,hermitage-lodge,57d54200d7efa08538bb14a6,58c9d34067dc2a084fe1e034,Wed Mar 15 2017 23:50:24 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:41 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h4>Overview</h4><p>Hermitage Lodge is a multi award winning boutique hotel
nestled on 10 hectares in the very heart of Hunter Valley wine country. Guests
of Hermitage Lodge have easy access to many of the areas major attractions
including cellar doors, golf courses and Hunter Valley Gardens. Numerous cellar
doors are within easy walking distance including First Creek Wines,
Scarborough, Constable Estate, Vinden Estate, Roche Wines and Brokenwood. Two
championship golf courses, Cypress Lakes and The Vintage, are within a five
minute drive of Hermitage Lodge while four other courses are less than twenty
minutes away. Three concert venues, i.e. Hope Estate, Bimbadgen and Roche Wines
are all within five minutes. It just doesn't get any better than Hermitage
Lodge for location in Hunter Valley wine country.</p>","One of the Hunter Valleys premiere destinations. Encompassing world class accommodation with a Northern-Italian inspired restaurant, you'll experience the best the Hunter Valley has to offer.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c9d250f503cec962100be6_Screen%20Shot%202017-03-16%20at%2010.45.34%20am.png,"609 McDonalds Rd,",Pokolbin NSW 2320 ,New South Wales,hunter-valley,http://www.hermitagelodge.com.au/,-32.762535,151.308246,info@hermitagelodge.com.au,info@hermitagelodge.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c9d2cb67dc2a084fe1e032_Screen%20Shot%202017-03-16%20at%2010.45.01%20am.png
Hunaman ,hunaman,57d54200d7efa08538bb14a6,58c62b04a45bd75f7c11f6dd,Mon Mar 13 2017 05:15:48 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:43 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h4>History</h4><p>Following
on from the success of renowned Melbourne restaurants Monsoon, Shakahari and
Isthmus of Kra Jimmy Shu and his team decided to establish an iconic Asian
restaurant in Darwin and Alice Springs. With chefs brought to our shores from
Malaysia, Sri Lanka, Singapore, India, Indonesia Jimmy has built a reputation
for consistently delighting guests with authentic Asian flavours.</p><h5>THE HANUMAN
STORY</h5><p>Jimmy Shu
grew up in Sri Lanka. The only son of a renowned restaurateur, Jimmy developed a
love of food, of delighting guests and consistently innovating delicious
dishes. Hanuman represents a lifelong commitment to creating exceptional Asian
cuisine.</p><p>The result
of a family passion turned into a career.</p><p>It only
took one trip to Darwin, in search of fresh barramundi for his customers in
Melbourne, to convince Jimmy Shu to sell up his Melbourne based restaurant
empire and move North. His imagination had been captured by the delicious array
of South-East
Asian fruits, herbs and vegetables flourishing in the tropical climate. Since
then Jimm has
championed the development of local Asian market gardens, showcasing them in
his Northern Territory and Cairns restaurants including the now famous Hanuman
restaurant in Darwin which opened in 1992.</p><p>&nbsp;</p><p>&nbsp;</p>",One of Darwin's premiere restaurants with a reputation for consistently delighting guests with authentic Asian Flavours. ,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c62ae1c2dc5b4d6cff0ffe_Screen%20Shot%202017-03-13%20at%204.12.00%20pm.png,Mitchell Street, Darwin NT,Northern Territory,darwin,http://www.hanuman.com.au/,-12.462211,130.838868,info@hunuman.com.au,info@hunuman.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58be2516b58f6e606c2e494d_TheStables_01.jpg
Hunter Valley Resort,hunter-valley-resort,57d54200d7efa08538bb14a6,58c9b9a32d94c14d36eae841,Wed Mar 15 2017 22:01:07 GMT+0000 (Coordinated Universal Time),Fri Apr 21 2017 02:09:26 GMT+0000 (Coordinated Universal Time),Thu Apr 27 2017 03:01:05 GMT+0000 (Coordinated Universal Time),"<h3>Welcome to the Hunter Valley Resort</h3><p>Located in the very heart of the Hunter Valley Wine Country,
the Hunter Valley Resort is an easy 2 hours motorway drive north of Sydney.
Alternatively, come by train and we will pick you up from the local Singleton
railway station.</p><p>We are not one of those 'big' international chain resorts,
rather a family owned and operated country inn or lodge with 35 rooms and
cottages, nestled within our own 45 year old shiraz vineyards on 70 secluded
acres.</p><p>More than just a place to stay, onsite are many activities
and facilities:</p>","Hunter Valley Resort, a family owned and operated resort in the heart of the Hunter Valley. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c9b9242d94c14d36eae840_Screen%20Shot%202017-03-16%20at%208.51.13%20am.png," Corner Hermitage Road & Mistletoe Lane,"," Pokolbin, 2320 ","Hunter Valley, Australia ",hunter-valley,http://www.hunterresort.com.au/,-32.727800,151.259868,sales@HunterResort.com.au,sales@HunterResort.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c1fed9a23de6e45687b426_Payten%26Jones_16.jpg
Il Lido Bar Pizza,il-lido-bar-pizza,57d54200d7efa08538bb14a6,58c627b9a45bd75f7c11f6d5,Mon Mar 13 2017 05:01:45 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:40 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h3>il lido
barpizza</h3><p>Situated at
the Darwin Waterfront, right on the water’s edge, il lido barpizza is the
ultimate place to relax in resort style comfort. Dishing up mouth-watering
pizzas, burgers, nightly specials matched with an extensive beverage list. Drop
in for a drink, enjoy the casual dining, relax with a cocktail and friend or
get the whole crew together and party until the wee hours of the morning.</p><p>To get in touch, jump on the Il Lido Bar Pizza website and follow the links.</p><p>19 Kitchener
Drive, Darwin Waterfront</p><p>T: 08 8941
0900</p>","Situated at the Darwin Waterfront, right on the water’s edge, il lido barpizza is the ultimate place to relax in resort style comfort. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c6275d0b882b2d6cc691b4_Screen%20Shot%202017-03-13%20at%203.58.16%20pm.png,"Building 3, 19 Kitchener Driver","Darwin Waterfront,","Darwin, Northern Territory",darwin,http://www.illidodarwin.com.au/,-12.467485,130.846024,http://www.illidodarwin.com.au/,,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c62773f0d0c79e7c7adc33_Screen%20Shot%202017-03-13%20at%204.00.15%20pm.png
Jimmy Grants,jimmy-grants,57d54200d7efa08538bb14a6,58dc74a015cbf1d31654c77d,Thu Mar 30 2017 02:59:44 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:44 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>When he arrived his name wasn’t Jimmy Grant, but whatever it
was is now lost &amp; forgotten.</p><p>Jimmy remembered the best souvlaki recipes from the old
country, though, then added little touches from the new. Succulent,
delicately spiced meats. Fresh salads &amp; conversation-stopping sides. Something
sweet for dessert.</p><p>Everyone’s happy. Especially Jimmy.</p><h5>Want to join the team?&nbsp;</h5><p>Are you interested in joining the Jimmy Grants Team? We're
always on the lookout for experienced, passionate and energetic front of house
and kitchen professionals, and if we don't have a role that suits your skills
right now we'll keep your details on file for future opportunities. Working at
Jimmy Grants demands your very best, and in return you'll enjoy a fun, fast
working environment with great people, as well as a host of benefits and career
progression opportunities. Sound good? Then please email us with your CV and a
cover letter telling us why you're the perfect fit for Jimmy Grants:</p><h5>Email: recruitment@jimmygrants.com.au</h5>","Delicious Greek dishes whipped up in a cool, casual cafe just off Fitzroy's bustling Smith Street. Adorned with ship and airplane murals on exposed brick walls. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc741eb5bd4cf41639efa3_Screen%20Shot%202017-03-30%20at%201.54.30%20pm.png,"113 St David St, ",Fitzroy 3065,Victoria,victoria,https://jimmygrants.com.au/,-37.801060,144.983563,recruitment@jimmygrants.com.au,recruitment@jimmygrants.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc743dad466bd82b9fb6ff_Screen%20Shot%202017-03-30%20at%201.54.15%20pm.png
Kaesler Wines,kaesler-wines,57d54200d7efa08538bb14a6,58c4b0f9a45bd75f7c11efe8,Sun Mar 12 2017 02:22:49 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:47 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>The Kaesler
family were pioneers who settled in the Barossa Valley in the 1840s. In 1891
they bought a parcel of land and in 1893 planted their first vines.</p><p>Today,
Kaesler Wines are made from these ancient, dry grown vineyards by the third
owners of this magnificent property.</p><p>We welcome
you to our Barossa Valley Winery and Cellar Door; home of The Old Bastard, Alte
Reben Shiraz, The Bogan and our other estate grown premium wines.</p>","One of the Barossa Valley oldest and most respected wineries. Established in 1893, today Kaeslar produced some of South Australia's best wines. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c4b0e7c2dc5b4d6cff08f4_Screen%20Shot%202017-03-12%20at%201.22.13%20pm.png,3174 Barossa Valley Way,NURIOOTPA SA 5355,South Australia,adelaide,http://kaesler.com.au/,-34.486020,138.990138,food@kaesler.com.au,food@kaesler.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c4b0cbf0d0c79e7c7ad514_Screen%20Shot%202017-03-12%20at%201.21.30%20pm.png
Kosaten,kosaten,57d54200d7efa08538bb14a6,58c66647a45bd75f7c11f7c4,Mon Mar 13 2017 09:28:39 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:43 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h3>Kosaten</h3><p>Here at Kosaten, you’re in charge. All the delicious Japanese food and drinks at your fingertips. Literally, order to your heart’s content on our iPads and watch your food arrive on your own mini bullet train.Alone? No problem. We have spots for those flying solo.Got friends? Perfect. We have plenty of cosy booths here.Super popular? Go you! We have a function room for groups of 12 peoples upwards. Lunch and dinner, casual and fancy, cheap and quick (in a good way).</p>","Here at Kosaten, you’re in charge! Lunch and dinner, casual and fancy, cheap and quick (in a good way). Come by and see for yourself.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c6663f0b882b2d6cc6929a_Screen%20Shot%202017-03-13%20at%208.27.52%20pm.png,"17 Castray Esplanade,","Battery Point, 7004",Tasmania,hobart-and-the-south,http://kosaten.com.au/,-42.886689,147.336191,info@kosaten.com.au,info@kosaten.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c665f4c2dc5b4d6cff1110_Screen%20Shot%202017-03-13%20at%208.25.46%20pm.png
Ladro ,ladro,57d54200d7efa08538bb14a6,58dc58819098617807bc55e2,Thu Mar 30 2017 00:59:45 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:42 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<p>Ladro is Italian cuisine at it's finest. With two stores in the North and South of Melbourne, you'll find a buzzing, sleek restaurant serving incredible wood-fired pizzas and great wine.</p><h5>Like what we do at Ladro?</h5><p>Want to join us on the floor or in the kitchen?</p><p>We are always interested in talking to dedicated people with
a passion for great food and service…and if you have the passion but not the
experience, we will even train the right person. Get in touch via the employee form <a href=""http://ladro.com.au/careers/"" data-rt-link-type=""external"" style=""text-decoration: inherit;"">here</a> </p>","Locally sourced Italian cuisine in a buzzing, sleek restaurant with a wood-fired oven and courtyard.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc566e842823fb11ba7afe_Screen%20Shot%202017-03-30%20at%2011.48.49%20am.png,"224 Gertrude Street,","Fitzroy, Melbourne",Victoria,victoria,http://ladro.com.au/,-37.806433,144.982066,See employer description for contact details,,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58dc56313689125a077f0758_Screen%20Shot%202017-03-30%20at%2011.46.23%20am.png
Landscape Restaurant and Grill,landscape-restaurant-and-grill,57d54200d7efa08538bb14a6,58c664150b882b2d6cc6928a,Mon Mar 13 2017 09:19:17 GMT+0000 (Coordinated Universal Time),Sat Apr 08 2017 00:54:44 GMT+0000 (Coordinated Universal Time),Mon Apr 10 2017 06:31:47 GMT+0000 (Coordinated Universal Time),"<h4>Inspired by the island</h4><p>Landscape Restaurant &amp; Grill creates unforgettable dining experiences in the heart of Hobart’s Hunter Street waterfront precinct. Our love for the exquisite produce of our island home has inspired our goal: to constantly push the benchmark for premium dining in Tasmania. Adding to the unique quality of our dishes is the unrivalled environment in which they’re served – the historic walls of the IXL jam factory, surrounded by the iconic art of John Glover.</p><h4>Land, water and colour</h4><p>Much of the inspiration for Landscape came from the artworks of John Glover – striking, unforgettable paintings that capture the life and beauty of the young Tasmanian colony in the 19th century. Today the John Glover Prize is an annual award that celebrates contemporary landscape paintings, and a selection of these prize-winning artworks are installed in the Private Dining Room in Landscape.</p><p>‍</p><p>‍</p>",Landscape Restaurant & Grill creates unforgettable dining experiences in the heart of Hobart’s Hunter Street waterfront precinct.,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c663d70b882b2d6cc69286_Screen%20Shot%202017-03-13%20at%208.17.48%20pm.png,"23 Hunter Street,",Hobart,Tasmania,hobart-and-the-south,http://landscaperestaurant.com.au/,-42.881122,147.334915,landscape@thehenryjones.com,landscape@thehenryjones.com,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c663a70b882b2d6cc69285_Screen%20Shot%202017-03-13%20at%208.16.51%20pm.png
Leeuwin Estate,leeuwin-estate,57d54200d7efa08538bb14a6,58c1fee814ce9e4f1b8bd275,Fri Mar 10 2017 01:18:32 GMT+0000 (Coordinated Universal Time),Fri Apr 21 2017 02:09:26 GMT+0000 (Coordinated Universal Time),Thu Apr 27 2017 03:01:05 GMT+0000 (Coordinated Universal Time),"<p>Family owned, Leeuwin Estate, one of the five founding wineries of the now famous Margaret River district of Western Australia, is under the direction of two generations who work with a team of highly skilled winemakers to consistently produce&nbsp;wines ranking alongside the world's finest.&nbsp;In 1972, legendary Napa Valley winemaker, Robert Mondavi, identified the future site of the Leeuwin vineyard as being ideal for the production of premium wine and provided early mentorship to Denis and Tricia Horgan in the transformation of their cattle farm into Leeuwin Estate. Enjoying its first commercial vintage in 1979, Leeuwin was thrust into the international spotlight when Decanter Magazine gave its highest recommendation to the 1980 ""Art Series"" Chardonnay. The international accolades have continued and&nbsp;Leeuwin now exports to 30 markets. Celebrating the combination of fine wine, food, art and music, Leeuwin features an award winning restaurant, cellardoor and art gallery. The Estate is renowned for staging spectacular events and welcoming visitors from around the world.</p>","Family owned, Leeuwin Estate is one of the five founding wineries of the now famous Margaret River district of Western Australia. The Estate is renowned for staging spectacular events and welcoming visitors from around the world.",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c1fd8cdc4b2f701b8833fe_Screen%20Shot%202017-03-10%20at%2012.12.24%20pm.png,"Stevens Road,",Margarat River,Western Australia,margaret-river-and-the-southwest,https://leeuwinestate.com.au/,-34.013389,115.065652,winery@leeuwinestate.com.au,winery@leeuwinestate.com.au,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58c1fed9a23de6e45687b426_Payten%26Jones_16.jpg
Lindenderry ,lindenderry,57d54200d7efa08538bb14a6,58f966360113576d89e5daf3,Fri Apr 21 2017 01:53:58 GMT+0000 (Coordinated Universal Time),Fri Apr 21 2017 01:53:58 GMT+0000 (Coordinated Universal Time),Thu Apr 27 2017 03:01:05 GMT+0000 (Coordinated Universal Time),"<h5>About Lindenderry</h5><p><em>It is better to travel well than to arrive. -&nbsp;</em>Buddha</p><p>Our collection of award winning boutique hotels are as individual as you are. We understand the reason you travel is for unique, tailor-made experiences which are in tune with your needs, so when you stay with us it's hard not to feel special.</p><p>From our genuine service to our informal professionalism; our timeless designs and spectacular locations to our mouth-watering food and wine, we strive to get the little things right and to appreciate that your time is the ultimate luxury.</p><h5>Weddings at Lindenderry</h5><p>From a picture perfect location for your ceremony and photos to a gorgeous reception venue bursting with happiness, everything is one place – including a luxuriously appointed bridal suite and guest rooms for all. Topped off by ethereal Day Spas or private areas to help make you feel as beautiful as you will look, few wedding venues can offer as unique a combination as you and your groom.</p>","From a picture perfect location for your ceremony and photos to a gorgeous reception venue bursting with happiness. Red Hill's premiere wedding and function venue, offering beautiful accommodation and grounds for your all occasions. ",https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58f964ba72648f6710e4faac_Screen%20Shot%202017-04-21%20at%2011.46.24%20am.png,142 Arthurs Seat Road ,"Red Hill, 3937",Victoria,mornington-peninsula,,-38.369259,145.017299,info@lindenderry.com.au,,https://daks2k3a4ib2z.cloudfront.net/57d54175dfef76b4387d90d2/58f964c20113576d89e5dada_Screen%20Shot%202017-04-21%20at%2011.46.32%20am.png
